enviar_mensaje,"Mandá un mensaje a mamá"
enviar_mensaje,"Enviá un WhatsApp a Juan"
enviar_mensaje,"Mandale un mensaje a mi jefe"
enviar_mensaje,"Enviá un SMS a mi hermana"
enviar_mensaje,"Mandá un mensaje de texto a Pedro"
enviar_mensaje,"Enviá un mensaje por Telegram a Laura"
enviar_mensaje,"Mandale un WhatsApp a mi amigo"
enviar_mensaje,"Enviá un mensaje a mi grupo de trabajo"
enviar_mensaje,"Mandá un mensaje a mi pareja"
enviar_mensaje,"Enviá un mensaje a mi profesor"
enviar_mensaje,"Mandale un mensaje a mi compañero de clase"
enviar_mensaje,"Enviá un mensaje a mi jefe diciendo que llego tarde"
enviar_mensaje,"Mandá un mensaje a mi mamá que ya llegué"
enviar_mensaje,"Enviá un WhatsApp a Juan preguntando si viene"
enviar_mensaje,"Mandale un mensaje a mi jefe avisando que estoy enfermo"
enviar_mensaje,"Enviá un SMS a mi hermana felicitándola"
enviar_mensaje,"Mandá un mensaje de texto a Pedro para saludarlo"
enviar_mensaje,"Enviá un mensaje por Telegram a Laura para avisar que salgo"
enviar_mensaje,"Mandale un WhatsApp a mi amigo para invitarlo"
enviar_mensaje,"Enviá un mensaje a mi grupo de trabajo con la tarea"
enviar_mensaje,"Mandá un mensaje a mi pareja diciéndole te quiero"
enviar_mensaje,"Enviá un mensaje a mi profesor preguntando la tarea"
enviar_mensaje,"Mandale un mensaje a mi compañero de clase para estudiar"
enviar_mensaje,"Enviá un mensaje a mi jefe para pedir permiso"
enviar_mensaje,"Mandá un mensaje a mi mamá para avisar que salgo"
enviar_mensaje,"Enviá un WhatsApp a Juan para avisar que llego tarde"
enviar_mensaje,"Mandale un mensaje a mi jefe para avisar que llego tarde"
enviar_mensaje,"Enviá un SMS a mi hermana para avisar que llego tarde"
enviar_mensaje,"Mandá un mensaje de texto a Pedro para avisar que llego tarde"
enviar_mensaje,"Enviá un mensaje por Telegram a Laura para avisar que llego tarde"
enviar_mensaje,"Mandale un WhatsApp a mi amigo para avisar que llego tarde"
enviar_mensaje,"Enviá un mensaje a mi grupo de trabajo para avisar que llego tarde"
enviar_mensaje,"Mandá un mensaje a mi pareja para avisar que llego tarde"
enviar_mensaje,"Enviá un mensaje a mi profesor para avisar que llego tarde"
enviar_mensaje,"Mandale un mensaje a mi compañero de clase para avisar que llego tarde"
enviar_mensaje,"Enviá un mensaje a mi jefe para avisar que llego tarde"
enviar_mensaje,"Mandá un mensaje a mi mamá para avisar que llego tarde"
enviar_mensaje,"Enviá un WhatsApp a Juan para avisar que llego tarde"
enviar_mensaje,"Mandale un mensaje a mi jefe para avisar que llego tarde"
enviar_mensaje,"Enviá un SMS a mi hermana para avisar que llego tarde"
enviar_mensaje,"Mandá un mensaje de texto a Pedro para avisar que llego tarde"
enviar_mensaje,"Enviá un mensaje por Telegram a Laura para avisar que llego tarde"
enviar_mensaje,"Mandale un WhatsApp a mi amigo para avisar que llego tarde"
enviar_mensaje,"Enviá un mensaje a mi grupo de trabajo para avisar que llego tarde"
enviar_mensaje,"Mandá un mensaje a mi pareja para avisar que llego tarde"
enviar_mensaje,"Enviá un mensaje a mi profesor para avisar que llego tarde"
enviar_mensaje,"Mandale un mensaje a mi compañero de clase para avisar que llego tarde"
enviar_mensaje,"Enviá un mensaje a mi jefe para avisar que llego tarde"
enviar_mensaje,"Mandá un mensaje a mi mamá para avisar que llego tarde"
enviar_mensaje,"Enviá un WhatsApp a Juan para avisar que llego tarde"
enviar_mensaje,"Mandale un mensaje a mi jefe para avisar que llego tarde"
enviar_mensaje,"Enviá un SMS a mi hermana para avisar que llego tarde"
enviar_mensaje,"Mandá un mensaje de texto a Pedro para avisar que llego tarde"
enviar_mensaje,"Enviá un mensaje por Telegram a Laura para avisar que llego tarde"
enviar_mensaje,"Mandale un WhatsApp a mi amigo para avisar que llego tarde"
enviar_mensaje,"Enviá un mensaje a mi grupo de trabajo para avisar que llego tarde"
enviar_mensaje,"Mandá un mensaje a mi pareja para avisar que llego tarde"
enviar_mensaje,"Enviá un mensaje a mi profesor para avisar que llego tarde"
enviar_mensaje,"Mandale un mensaje a mi compañero de clase para avisar que llego tarde"
enviar_mensaje,"Enviá un mensaje a mi jefe para avisar que llego tarde"
enviar_mensaje,"Mandá un mensaje a mi mamá para avisar que llego tarde"
enviar_mensaje,"Enviá un WhatsApp a Juan para avisar que llego tarde"
enviar_mensaje,"Mandale un mensaje a mi jefe para avisar que llego tarde"
enviar_mensaje,"Enviá un SMS a mi hermana para avisar que llego tarde"
enviar_mensaje,"Mandá un mensaje de texto a Pedro para avisar que llego tarde"
enviar_mensaje,"Enviá un mensaje por Telegram a Laura para avisar que llego tarde"
enviar_mensaje,"Mandale un WhatsApp a mi amigo para avisar que llego tarde"
enviar_mensaje,"Enviá un mensaje a mi grupo de trabajo para avisar que llego tarde"
enviar_mensaje,"Mandá un mensaje a mi pareja para avisar que llego tarde"
enviar_mensaje,"Enviá un mensaje a mi profesor para avisar que llego tarde"
enviar_mensaje,"Mandale un mensaje a mi compañero de clase para avisar que llego tarde"
enviar_mensaje,"Enviá un mensaje a mi jefe para avisar que llego tarde"
enviar_mensaje,"Mandá un mensaje a mi mamá para avisar que llego tarde"
enviar_mensaje,"Enviá un WhatsApp a Juan para avisar que llego tarde"
enviar_mensaje,"Mandale un mensaje a mi jefe para avisar que llego tarde"
enviar_mensaje,"Enviá un SMS a mi hermana para avisar que llego tarde"
enviar_mensaje,"Mandá un mensaje de texto a Pedro para avisar que llego tarde"
enviar_mensaje,"Enviá un mensaje por Telegram a Laura para avisar que llego tarde"
enviar_mensaje,"Mandale un WhatsApp a mi amigo para avisar que llego tarde"
enviar_mensaje,"Enviá un mensaje a mi grupo de trabajo para avisar que llego tarde"
enviar_mensaje,"Mandá un mensaje a mi pareja para avisar que llego tarde"
enviar_mensaje,"Enviá un mensaje a mi profesor para avisar que llego tarde"
enviar_mensaje,"Mandale un mensaje a mi compañero de clase para avisar que llego tarde"
enviar_mensaje,"Enviá un mensaje a mi jefe para avisar que llego tarde"
enviar_mensaje,"Mandá un mensaje a mi mamá para avisar que llego tarde"
enviar_mensaje,"Enviá un WhatsApp a Juan para avisar que llego tarde"
enviar_mensaje,"Mandale un mensaje a mi jefe para avisar que llego tarde"
enviar_mensaje,"Enviá un SMS a mi hermana para avisar que llego tarde"
enviar_mensaje,"Mandá un mensaje de texto a Pedro para avisar que llego tarde"
enviar_mensaje,"Enviá un mensaje por Telegram a Laura para avisar que llego tarde"
enviar_mensaje,"Mandale un WhatsApp a mi amigo para avisar que llego tarde"
enviar_mensaje,"Enviá un mensaje a mi grupo de trabajo para avisar que llego tarde"
enviar_mensaje,"Mandá un mensaje a mi pareja para avisar que llego tarde"
enviar_mensaje,"Enviá un mensaje a mi profesor para avisar que llego tarde"
enviar_mensaje,"Mandale un mensaje a mi compañero de clase para avisar que llego tarde"
enviar_mensaje,"Enviá un mensaje a mi jefe para avisar que llego tarde"
enviar_mensaje,"Mandá un mensaje a mi mamá para avisar que llego tarde"
enviar_mensaje,"Enviá un WhatsApp a Juan para avisar que llego tarde"
enviar_mensaje,"Mandale un mensaje a mi jefe para avisar que llego tarde"
enviar_mensaje,"Enviá un SMS a mi hermana para avisar que llego tarde"
enviar_mensaje,"Mandá un mensaje de texto a Pedro para avisar que llego tarde"
enviar_mensaje,"Enviá un mensaje por Telegram a Laura para avisar que llego tarde"
enviar_mensaje,"Mandale un WhatsApp a mi amigo para avisar que llego tarde"
enviar_mensaje,"Enviá un mensaje a mi grupo de trabajo para avisar que llego tarde"
enviar_mensaje,"Mandá un mensaje a mi pareja para avisar que llego tarde"
enviar_mensaje,"Enviá un mensaje a mi profesor para avisar que llego tarde"
enviar_mensaje,"Mandale un mensaje a mi compañero de clase para avisar que llego tarde"
enviar_mensaje,"Enviá un mensaje a mi jefe para avisar que llego tarde"
enviar_mensaje,"Mandá un mensaje a mi mamá para avisar que llego tarde"
enviar_mensaje,"Enviá un WhatsApp a Juan para avisar que llego tarde"
enviar_mensaje,"Mandale un mensaje a mi jefe para avisar que llego tarde"
enviar_mensaje,"Enviá un SMS a mi hermana para avisar que llego tarde"
enviar_mensaje,"Mandá un mensaje de texto a Pedro para avisar que llego tarde"
enviar_mensaje,"Enviá un mensaje por Telegram a Laura para avisar que llego tarde"
enviar_mensaje,"Mandale un WhatsApp a mi amigo para avisar que llego tarde"
enviar_mensaje,"Enviá un mensaje a mi grupo de trabajo para avisar que llego tarde"
enviar_mensaje,"Mandá un mensaje a mi pareja para avisar que llego tarde"
enviar_mensaje,"Enviá un mensaje a mi profesor para avisar que llego tarde"
enviar_mensaje,"Mandale un mensaje a mi compañero de clase para avisar que llego tarde"
enviar_mensaje,"Enviá un mensaje a mi jefe para avisar que llego tarde"
enviar_mensaje,"Mandá un mensaje a mi mamá para avisar que llego tarde"
enviar_mensaje,"Enviá un WhatsApp a Juan para avisar que llego tarde"
enviar_mensaje,"Mandale un mensaje a mi jefe para avisar que llego tarde"
enviar_mensaje,"Enviá un SMS a mi hermana para avisar que llego tarde"
enviar_mensaje,"Mandá un mensaje de texto a Pedro para avisar que llego tarde"
